code	group	stratum	drawing_id	drawing_candidates	sheet	dup_of	capped	crop_pt	title
39PK	kept	歌剧院·architecture	c89149bf-fe5d-4183-802b-6b63b6993969	246	S2		0	1886.9,1920.6,2032.6,2066.3	建筑-竣工图--一层机房吸声平面图
9ARP	kept	第二工程·structure	f3855514-9ac8-4d39-a0be-f40cf7e8b08e	129	S2		1	2206.6,1180.1,2246.6,1220.1	第一道支撑平面布置图
MMRL	kept	歌剧院·structure	53d77a08-31f3-4bd8-bf27-6b22722c740c	231	S2		0	1951.7,467.9,2093.4,609.7	结构-竣工图--南区（大、中歌剧厅）一层结构平面图（一）
NKVM	kept	歌剧院·structure	0dc44c24-2add-4789-a6d7-27e3aba78a2d	80	S2		0	3204.7,1838.0,3370.0,2003.4	结构-竣工图--南区（大、中歌剧厅）二层楼座结构平面图
YAYU	kept	第二工程·decoration	32f87374-8732-43ee-b125-3666ff76a746	7	S2		0	603.0,941.2,744.7,1083.0	四层至七层西电梯厅放大平面图、平顶图
PXFM	kept	第二工程·structure	194f877d-cf7a-466a-8376-c10fbda0baff	52	S2		0	928.8,460.0,1401.2,932.4	九层结构平面图
LXPU	kept	第二工程·decoration	9fb7b30f-b342-4945-9f82-3d1043b72bdc	9	S2		0	321.3,761.2,463.0,902.9	卫生间平面放大图
E3HF	kept	第二工程·architecture	51d942f3-37cb-48b7-be2c-5b45187f1e1c	15	S2		0	223.2,315.5,926.3,1018.6	地下三层防火分区平面图
EPL9	kept	第二工程·structure	729c4656-cd07-4760-bd52-28ef0b897561	14	S2		1	1583.8,951.8,1623.8,991.8	0标高结构平面图
KWPP	blank	第二工程·architecture	a6f6fea8-cfc8-4a94-aa28-db865562dbe8	-1	S2		0	647.7,294.1,789.4,435.8	五层埋件布置图
YHKK	blank	歌剧院·architecture	efce6e00-9e04-43c5-a598-af09a717c3cc	86	S3		0	1418.3,383.8,1560.0,525.5	建筑-竣工图--三层平面图(四)
LKVK	dup	第二工程·architecture	612b6efa-546d-43cc-b523-f2b0cfefbeb0	30	S3	N9JV	0	54.6,332.5,196.4,474.2	S--九层平面图
UAFX	blank	第二工程·general	6ddc6b8c-f614-4089-8ea9-b733c67d4ab1	-1	S3		1	573.2,564.9,613.2,604.9	绿化配置总平面图
RYMX	kept	第二工程·architecture	56337605-4a72-4c10-9db1-bb3425bf0e18	1165	S3		1	652.5,931.5,692.5,971.5	二层防火分区平面图
WUWA	kept	第二工程·architecture	c8478ba0-332f-47e9-a573-032ad7183ec3	845	S3		1	2188.8,1293.2,2228.8,1333.2	地下二层夹层平面图
RE3P	kept	第二工程·general	2d548e18-bbb2-4602-8f79-88bb97ec57d3	108	S3		0	1601.4,596.5,1743.2,738.2	下木配置平面图
N49K	kept	第二工程·structure	ae86324a-c5ce-49c0-be13-c0dc213d6287	20	S3		0	1248.5,1091.9,1733.0,1576.4	被动区及深坑加固平面布置图
F4NP	blank	歌剧院·structure	fc110497-0722-49c2-a53e-677fb98bb441	55	S3		0	1438.7,1502.5,1580.4,1644.2	结构-竣工图--南区（大、中歌剧厅）二~三层中歌剧厅墙配筋平面图
4MYE	kept	第二工程·decoration	2a3a3a59-b53c-4708-99a9-30d88ecbd2ae	102	S3		0	3389.1,237.8,3530.9,379.5	8F钢结构转换支架平面图
J9HM	kept	歌剧院·architecture	a5012d1d-3ae8-4b0e-8201-6463dccd00fa	169	S3		0	1565.9,753.5,1707.6,895.2	建筑-竣工图--地下一层平面图(四)
4X3P	kept	第二工程·structure	dde890d7-1f37-44de-a315-0329ca35c723	15	S4		1	1590.6,951.8,1630.6,991.8	0标高结构平面图
N9JV	kept	第二工程·architecture	612b6efa-546d-43cc-b523-f2b0cfefbeb0	30	S4		0	54.6,332.5,196.4,474.2	S--九层平面图
XKMN	kept	第二工程·general	376379fa-a86f-4e38-bf2b-e287498b3ee8	16	S4		1	2085.2,193.0,2125.2,233.0	灯具放大平面图一
M93H	kept	歌剧院·architecture	f3f58b50-a90d-46c4-a6e7-e6a9f65a1787	89	S4		0	339.2,1396.1,480.9,1537.8	建筑-竣工图--五层（设备层）平面图(三)
CEX4	kept	第二工程·structure	f3855514-9ac8-4d39-a0be-f40cf7e8b08e	129	S4		1	1523.6,579.8,1563.6,619.8	第一道支撑平面布置图
MCJW	kept	第二工程·general	e3875c84-33b6-46f6-b4ef-3826124c3a78	234	S4		0	1477.4,487.9,1560.0,570.5	灯具放大平面图三
3LV3	dup	第二工程·decoration	2a3a3a59-b53c-4708-99a9-30d88ecbd2ae	102	S4	9RAP	0	1116.2,559.5,1257.9,701.3	8F钢结构转换支架平面图
LACM	kept	第二工程·structure	541e3e73-4ccb-45e0-bc39-8de32744f6f0	191	S4		1	1641.2,509.5,1681.2,549.5	钢立柱及立柱桩平面布置图
AEY4	kept	第二工程·architecture	26ce158f-f789-402c-8e4a-fda2908bce80	94	S4		0	2079.6,789.9,2315.8,1026.1	六层防火分区平面图
JRVN	kept	第二工程·decoration	4ea78feb-6bef-4a64-a671-276c16d9ea8b	22	S4		0	1289.3,658.6,1431.0,800.3	9F电梯厅-前厅平面放大图
NXJN	kept	歌剧院·architecture	efce6e00-9e04-43c5-a598-af09a717c3cc	86	S5		0	2078.2,1523.7,2219.9,1665.4	建筑-竣工图--三层平面图(四)
JH4L	kept	第二工程·structure	dde890d7-1f37-44de-a315-0329ca35c723	15	S5		1	1603.0,836.8,1643.0,876.8	0标高结构平面图
JVHE	kept	第二工程·decoration	713053e1-5415-4908-8cae-4e976ec635fe	15	S5		0	1864.6,508.8,2006.4,650.5	四层至七层东电梯厅放大平面图、平顶图
9AKJ	blank	第二工程·structure	8e3e3e01-5faa-4457-99c6-079aacc29b88	-1	S5		0	867.0,252.4,1008.8,394.2	地下一层框架梁平面整体配筋图
RRPU	kept	歌剧院·structure	a8327f2f-0ad8-4247-a9f6-d75d29e692ec	3	S5		0	1650.4,946.8,1794.0,1090.3	42 1区基坑降压井平面布置图
PLPL	kept	第二工程·general	419ebf3e-03bc-45a4-8030-894810a3abac	105	S5		0	745.6,754.7,887.4,896.4	上木配置平面图
N9CN	kept	第二工程·architecture	612b6efa-546d-43cc-b523-f2b0cfefbeb0	30	S5		0	382.4,249.4,524.1,391.1	S--九层平面图
9RAP	kept	第二工程·decoration	2a3a3a59-b53c-4708-99a9-30d88ecbd2ae	102	S5		0	1116.2,559.5,1257.9,701.3	8F钢结构转换支架平面图
VUU3	kept	歌剧院·architecture	50a438a8-2a85-47b8-9cd5-3d89c73cebdf	209	S5		0	1393.9,498.6,1535.7,640.3	建筑-竣工图--三层平面图(三)
4MLV	dup	第二工程·general	9c2d458f-7c24-4180-843a-8638642ce379	7	S5	MAUA	1	81.5,1262.2,121.5,1302.2	灯具放大平面图二
JYAC	dup	歌剧院·architecture	c89149bf-fe5d-4183-802b-6b63b6993969	246	S5	39PK	0	1886.9,1920.6,2032.6,2066.3	建筑-竣工图--一层机房吸声平面图
EFCK	kept	歌剧院·structure	0dc44c24-2add-4789-a6d7-27e3aba78a2d	80	S6		0	697.2,312.4,838.9,454.2	结构-竣工图--南区（大、中歌剧厅）二层楼座结构平面图
HCAJ	kept	第二工程·decoration	4ea78feb-6bef-4a64-a671-276c16d9ea8b	22	S6		0	1750.1,990.9,1891.8,1132.6	9F电梯厅-前厅平面放大图
HCJP	blank	歌剧院·mep	0b0038ce-c2a4-404d-a30c-a54ad65cac0f	-1	S6		0	2245.8,799.5,2387.5,941.2	给排水-竣工图--气体灭火系统平面图
4PR9	blank	第二工程·mep	ff5ddc9a-9bbd-4651-8318-617f6fcd2e40	-1	S6		0	2959.2,195.8,3109.4,345.9	装饰电气-竣工图--七层空调动力平面图
WKNN	kept	歌剧院·architecture	efce6e00-9e04-43c5-a598-af09a717c3cc	86	S6		0	608.8,200.3,750.5,342.0	建筑-竣工图--三层平面图(四)
W4RF	kept	歌剧院·architecture	c89149bf-fe5d-4183-802b-6b63b6993969	246	S6		0	1548.5,187.8,1690.2,329.5	建筑-竣工图--一层机房吸声平面图
CJKU	kept	第二工程·general	376379fa-a86f-4e38-bf2b-e287498b3ee8	16	S6		1	1057.7,1337.8,1097.7,1377.8	灯具放大平面图一
MAUA	kept	第二工程·general	9c2d458f-7c24-4180-843a-8638642ce379	7	S6		1	81.5,1262.2,121.5,1302.2	灯具放大平面图二
KXJK	kept	第二工程·architecture	51d942f3-37cb-48b7-be2c-5b45187f1e1c	15	S6		0	125.9,315.5,829.0,1018.6	地下三层防火分区平面图
