code	group	stratum	drawing_id	drawing_candidates	sheet	dup_of	capped	crop_pt	title
4UKY	blank	歌剧院·structure	6eb13ad6-bc8a-4ebb-b2d1-3787edb5526e	220	S3		0	986.3,1413.5,1128.1,1555.3	结构-竣工图--南区（大、中歌剧厅）一~二层大歌剧厅墙配筋平面图
XCVN	kept	歌剧院·structure	6eb13ad6-bc8a-4ebb-b2d1-3787edb5526e	220	S3		0	1273.7,1490.5,1415.4,1632.2	结构-竣工图--南区（大、中歌剧厅）一~二层大歌剧厅墙配筋平面图
YKWY	kept	第二工程·general	a2961455-ab8d-4206-880b-f2f40b49dcde	196	S3		0	663.4,692.4,805.1,834.1	定位放大平面图一
NLNJ	kept	第二工程·structure	8c63dfc5-3263-4930-bb0b-e175ff5776ec	5	S3		0	1189.2,12.5,1756.1,579.4	围护体平面布置图
UJ9Y	kept	歌剧院·structure	6eb13ad6-bc8a-4ebb-b2d1-3787edb5526e	220	S3		0	1803.3,1393.6,1945.0,1535.4	结构-竣工图--南区（大、中歌剧厅）一~二层大歌剧厅墙配筋平面图
9HCH	blank	第二工程·architecture	1bec5679-092a-4c03-850e-8c0a42e13675	66	S3		0	542.3,261.4,791.0,510.1	四层防火分区平面图
HWMK	kept	第二工程·architecture	1bec5679-092a-4c03-850e-8c0a42e13675	66	S3		0	378.2,486.8,626.9,735.4	四层防火分区平面图
YK4A	dup	歌剧院·structure	1458300e-6366-4518-8f8a-5b85e72881e4	47	S3	HAJN	0	1610.4,1178.4,1752.1,1320.2	结构-竣工图--基础分区平面图（三）
FJAM	dup	第二工程·architecture	a08b87e7-1785-4660-8ae7-b5dad5e59351	15	S3	9WH3	0	1222.5,1512.4,1364.2,1654.1	三层平面图
FRAW	kept	第二工程·general	9c2d458f-7c24-4180-843a-8638642ce379	703	S4		1	1145.2,552.8,1185.2,592.8	灯具放大平面图二
MAWE	blank	第二工程·general	a2961455-ab8d-4206-880b-f2f40b49dcde	196	S4		0	1160.6,652.6,1302.4,794.3	定位放大平面图一
K9YC	kept	歌剧院·architecture	2ce1b37f-7917-4d52-8102-0022d257823e	413	S4		0	625.5,407.4,720.0,501.9	建筑-竣工图--大歌剧厅台仓隔声隔振平面图
9WH3	kept	第二工程·architecture	a08b87e7-1785-4660-8ae7-b5dad5e59351	15	S4		0	1222.5,1512.4,1364.2,1654.1	三层平面图
VPCH	kept	第二工程·general	9c2d458f-7c24-4180-843a-8638642ce379	703	S4		0	1253.3,944.1,1316.9,1007.6	灯具放大平面图二
AWME	kept	第二工程·architecture	f134b0ac-e83a-4cd1-9546-8b9023e21ea2	4	S4		0	0.0,0.0,2412.0,2412.0	地下二层平面图
KRXU	kept	歌剧院·structure	648da23c-d00c-4719-9b4c-e9729e766f53	238	S4		0	484.4,973.0,578.8,1067.5	结构-竣工图--南区（大、中歌剧厅）一层以下墙柱底板~地下一层墙柱平面分图（四）
FLPA	kept	歌剧院·structure	8950a4bf-1650-4ffa-a7cd-a44261b6df9e	222	S4		0	1867.6,1254.5,1962.1,1349.0	结构-竣工图--南区（大、中歌剧厅）一层以下墙柱地下一层~一层平面分图（四）
P3LW	kept	歌剧院·architecture	4cf1d549-9726-4ec5-8abe-2a96d374b07e	60	S4		0	1278.5,978.4,1420.3,1120.1	建筑-竣工图--六层（设备层）平面图
FK3K	kept	歌剧院·structure	648da23c-d00c-4719-9b4c-e9729e766f53	238	S4		0	1388.5,698.8,1483.0,793.3	结构-竣工图--南区（大、中歌剧厅）一层以下墙柱底板~地下一层墙柱平面分图（四）
ENRE	kept	歌剧院·structure	1458300e-6366-4518-8f8a-5b85e72881e4	47	S5		0	1396.9,1178.4,1538.6,1320.2	结构-竣工图--基础分区平面图（三）
C9LL	kept	第二工程·general	419ebf3e-03bc-45a4-8030-894810a3abac	145	S5		0	1566.4,635.8,1708.2,777.5	上木配置平面图
HW4Y	kept	第二工程·decoration	7003016d-7753-4ece-a2e0-2ca03c0c43dd	99	S5		0	1596.3,1007.7,2035.2,1446.6	四层至七层西卫生间放大平面图、平顶图
XXPA	blank	第二工程·decoration	5c718383-927f-41b4-8cb8-7c18987ec3bf	93	S5		0	1052.5,763.0,1194.3,904.7	9F男-女卫平面放大图
MAFR	blank	歌剧院·architecture	c2d650ce-f5b4-434a-a6ca-35f78d22b1e1	73	S5		0	379.8,647.8,521.5,789.5	建筑-竣工图--大巴停车区平面图（二）
LRUP	kept	第二工程·general	2d548e18-bbb2-4602-8f79-88bb97ec57d3	30	S5		0	110.1,1440.5,251.8,1582.2	下木配置平面图
JAFM	kept	第二工程·general	376379fa-a86f-4e38-bf2b-e287498b3ee8	742	S5		1	1374.5,661.2,1414.5,701.2	灯具放大平面图一
HEV9	kept	第二工程·general	e3875c84-33b6-46f6-b4ef-3826124c3a78	195	S5		0	546.0,746.0,652.8,852.8	灯具放大平面图三
URCH	kept	第二工程·architecture	f622c12d-3e9c-4694-9286-a3de7d5dea14	34	S5		0	502.2,411.5,643.9,553.3	S--首层平面图
3XHY	dup	第二工程·general	9c2d458f-7c24-4180-843a-8638642ce379	703	S5	FRAW	1	1145.2,552.8,1185.2,592.8	灯具放大平面图二
UWFN	dup	歌剧院·structure	6eb13ad6-bc8a-4ebb-b2d1-3787edb5526e	220	S5	XCVN	0	1273.7,1490.5,1415.4,1632.2	结构-竣工图--南区（大、中歌剧厅）一~二层大歌剧厅墙配筋平面图
HAJN	kept	歌剧院·structure	1458300e-6366-4518-8f8a-5b85e72881e4	47	S5		0	1610.4,1178.4,1752.1,1320.2	结构-竣工图--基础分区平面图（三）
