code	group	stratum	drawing_id	drawing_candidates	sheet	dup_of	capped	crop_pt	mark_pt	claim	title
AFFK	kept	第二工程·structure	72152e92-fdde-4a2a-b4d4-4aefeb49c6a2	14	S2		0	1075.5,382.6,1310.7,617.9	1178.38,494.32,1207.79,506.22	+49.540	八层结构平面图
EY93	kept	歌剧院·architecture	1f49031a-1349-4017-9f25-73a36fd56abe	2	S2		0	1170.2,1722.1,1363.4,1915.3	1254.76,1813.62,1278.91,1823.73	+5.400	建筑-竣工图--二层机房吸声平面图
393V	kept	第二工程·architecture	307e4142-beff-4505-9529-1014111e0024	4	S2		0	313.8,308.0,405.9,400.1	354.12,351.54,365.64,356.51	+55.200	屋顶设备层埋件平面布置图
UCAV	kept	第二工程·architecture	45f3497d-3377-407b-870c-9544e0813cc9	3	S2		0	301.7,330.1,387.5,415.9	339.24,370.80,349.96,375.17	+55.200	屋顶设备层埋件平面布置图
E3ML	kept	歌剧院·mep	8fd6ddbe-9ce6-48af-baec-2e4f1f4a6ff5	23	S2		0	635.0,1301.3,897.9,1564.1	750.05,1425.88,782.90,1439.48	-3.400	电气-竣工图-_地下一层安防（报警、监控、门禁）平面图（二）
34RK	kept	第二工程·decoration	20fb6a75-6257-4104-812a-2159bad42fac	6	S2		0	525.9,823.5,840.6,1138.2	663.55,974.66,702.88,986.98	+0.000	3F电梯厅-前厅平面放大图
EPXL	pos	positive	c91dbceb-96ac-4c58-bf15-0b0d8a5e5184	-1	S2		0	1183.3,706.9,1418.5,942.1	1286.17,818.90,1315.57,830.03	+4.000	2F电梯厅-前厅平面放大图
YKEH	kept	歌剧院·structure	6ed568cd-a586-47d7-98c7-1586c27064b6	15	S3		0	212.2,935.7,434.7,1158.2	309.52,1041.41,337.34,1052.54	+26.850	结构-竣工图--南区（大、中歌剧厅）主舞台栅顶层钢结构平面布置图
U93M	kept	歌剧院·structure	21161ffc-e0df-4738-ac40-b4e2177cc348	2	S3		0	1479.7,1424.4,1638.6,1583.4	1549.20,1500.33,1569.07,1507.48	+13.300	结构-竣工图- B-桩基平面布置图（二）
YXK3	kept	歌剧院·mep	c420eaa8-60a6-4c73-b171-18c4a144ebd5	9	S3		0	267.4,1856.4,548.4,2137.4	390.32,1990.11,425.44,2003.71	+10.800	电气-竣工图-_四层综合布线平面图（四）
WVVA	kept	歌剧院·mep	9c8b258b-71eb-4292-ae24-aaa7288a28c0	23	S3		0	2819.6,1927.6,3044.2,2152.3	2917.86,2033.79,2945.94,2046.15	+13.000	电气-竣工图--三层电力平面图（一）
9KAJ	dup	第二工程·decoration	32f87374-8732-43ee-b125-3666ff76a746	3	S3	KEFR	0	1742.1,708.8,1967.8,934.5	1840.85,813.34,1869.06,830.03	+3.000	四层至七层西电梯厅放大平面图、平顶图
XAYR	kept	歌剧院·architecture	efd4f65a-455f-4ce6-8edb-a35be65bc25f	7	S3		0	496.5,2115.8,640.3,2259.6	559.42,2183.76,577.39,2191.62	+0.790	建筑-竣工图--四层平面图(三)
XAH9	kept	歌剧院·mep	85df00ea-df06-43ab-8a18-a41740a1aeb2	25	S3		0	34.3,258.6,178.0,402.4	97.17,326.33,115.14,334.75	+8.800	电气-竣工图--三层电力平面图（二）
YH33	kept	第二工程·mep	54ee9a3c-389e-4d62-89a0-2876f6d11f55	2	S3		0	3220.7,543.2,3384.7,707.2	3292.43,621.31,3312.93,629.08	+9.300	七层照明平面图
34YR	kept	第二工程·decoration	bd0b3217-92fe-43e3-a428-b8103b3b3c9f	2	S3		0	1533.1,1026.7,1803.3,1296.9	1651.32,1155.45,1685.09,1168.16	+0.020	3F男-女卫平面放大图
XHA9	kept	第二工程·mep	616bcd5e-9174-4197-8978-7a5db4cba31b	3	S3		0	324.8,902.6,567.9,1145.8	431.17,1017.84,461.56,1030.56	+37.485	八层给排水平面图
XFEA	kept	第二工程·mep	76e07c31-4fe5-4611-8826-043ca6426023	2	S3		0	3570.2,706.5,3773.8,910.0	3659.28,802.96,3684.72,813.57	+7.985	四层消防电源、防火门与电气监控平面图
UY3J	pos	positive	d5b3b2a0-7eb4-49b2-bdd6-d87419046664	-1	S4		0	1741.7,636.9,1993.4,888.6	1851.81,756.56,1883.27,768.92	+23.600	建筑-竣工图--五层（设备层）平面图(二)
JXRR	blank	歌剧院·architecture	669ad621-0d95-4a66-8aeb-252e63bfecbc	-1	S4		0	1876.4,193.2,2084.4,401.2	1967.44,291.16,1993.44,303.16	+17.962	建筑-竣工图--大巴停车区平面图（一）
YWKY	kept	歌剧院·mep	8dbda717-5bcd-4ca4-a6ff-905020796c3e	7	S4		0	2256.4,1735.2,2464.8,1943.7	2347.58,1833.19,2373.63,1845.66	+18.600	电气-竣工图-_四层RFID人员定位及资产定位（库房乐器）管理平面图（四）
KCNY	kept	第二工程·mep	616bcd5e-9174-4197-8978-7a5db4cba31b	3	S4		0	478.9,1071.6,756.0,1348.6	600.10,1200.91,634.74,1219.29	+37.500	八层给排水平面图
LEXH	kept	第二工程·structure	4e4665bf-e7d6-42e0-a9e7-466eeeb38860	7	S4		0	190.5,1157.3,599.6,1566.4	369.48,1352.10,420.62,1371.65	+58.150	出屋面梁、幕墙构架平面整体配筋图
ANLY	kept	第二工程·architecture	f6a2752e-6256-4b6d-ac40-64b3c5dca1b8	17	S4		0	1770.0,207.1,1974.5,411.6	1859.45,303.81,1885.01,314.84	+0.600	首层防火分区平面图
XAUL	kept	第二工程·structure	dde890d7-1f37-44de-a315-0329ca35c723	2	S4		0	1024.2,668.1,1432.8,1076.7	1202.97,866.56,1254.04,878.26	+41.900	0标高结构平面图
VHE9	kept	第二工程·decoration	bd0b3217-92fe-43e3-a428-b8103b3b3c9f	2	S4		0	1436.6,264.2,1713.1,540.8	1557.55,396.14,1592.11,408.86	-0.020	3F男-女卫平面放大图
VFYU	kept	第二工程·architecture	b0ebb219-fd86-4e45-ad50-23f85748405f	6	S4		0	3314.7,1806.3,3614.4,2106.0	3445.81,1948.74,3483.27,1963.58	+58.200	屋顶平面图
VL33	kept	歌剧院·mep	7f3bddeb-33b2-44e3-ba14-aed0aaecd521	12	S4		0	2367.4,853.7,2530.6,1016.9	2438.78,930.19,2459.18,940.39	+8.000	电气-竣工图-_三层楼宇自控平面图（四）
VM34	dup	第二工程·architecture	307e4142-beff-4505-9529-1014111e0024	4	S4	393V	0	313.8,308.0,405.9,400.1	354.12,351.54,365.64,356.51	+55.200	屋顶设备层埋件平面布置图
9WUJ	kept	歌剧院·structure	d76be53e-e1dc-4c71-90cf-c241b7f0dedc	4	S5		0	2727.5,347.7,2943.1,563.4	2821.81,450.46,2848.77,460.57	+26.320	结构-竣工图--南区（大、中歌剧厅）五层结构平面图
PLFA	kept	第二工程·mep	93a8868c-ffec-4a37-b4ab-97247912dbd0	1	S5		0	2926.6,1733.2,3124.6,1931.1	3013.23,1827.16,3037.97,1837.06	+9.300	六层水管平面图
9YWN	kept	第二工程·mep	1533f16a-0411-4140-9769-8f2cbb742c16	2	S5		0	2354.7,1025.3,2625.9,1296.4	2473.37,1153.22,2507.26,1168.47	+22.500	五层综合安防，无线对讲平面图
REVK	kept	第二工程·mep	b244f5df-564a-42d5-8b1e-602c179df42a	8	S5		0	3921.9,1106.6,4254.0,1438.8	4067.20,1265.07,4108.72,1280.32	+17.100	地下三层广播平面图
9CWW	kept	歌剧院·structure	53d77a08-31f3-4bd8-bf27-6b22722c740c	12	S5		0	2607.0,888.6,2961.9,1243.5	2762.28,1060.43,2806.65,1071.66	+0.410	结构-竣工图--南区（大、中歌剧厅）一层结构平面图（一）
FFYE	kept	第二工程·decoration	b5804bdd-480d-426c-bdfc-6f0f4bdd4fbd	3	S5		0	1187.4,1020.2,1419.5,1252.2	1288.95,1127.23,1317.95,1145.11	+2.900	五层会议室放大平面图2
XMVY	kept	歌剧院·structure	290e5f43-bbb8-48b4-b8de-749470b88184	3	S5		0	1511.7,448.4,1813.6,750.4	1643.77,592.42,1681.51,606.33	+18.200	33-1 1区舞台深坑换撑平面图布置图
XKMN	kept	第二工程·decoration	a25aa377-3ef1-466b-bf3e-2ae056246989	4	S5		0	1197.0,1398.0,1473.5,1674.6	1317.95,1527.35,1352.52,1545.23	+0.000	四层至七层东卫生间放大平面图、平顶图
A9XW	kept	第二工程·decoration	a25aa377-3ef1-466b-bf3e-2ae056246989	4	S5		0	1586.4,960.0,1812.0,1185.6	1685.09,1064.46,1713.30,1081.14	+2.680	四层至七层东卫生间放大平面图、平顶图
E4LL	dup	歌剧院·structure	bcb123db-318f-437c-843e-4f5ad75f1af0	6	S5	W4RF	0	649.0,2199.5,743.4,2293.8	690.29,2243.86,702.08,2249.47	+5.850	结构-竣工图- C-南区（大、中歌剧厅）地下二层夹层（-10.3m）结构平面总图
3FEE	kept	歌剧院·structure	21161ffc-e0df-4738-ac40-b4e2177cc348	2	S5		0	765.3,1332.3,879.7,1446.7	815.33,1386.69,829.63,1392.26	+13.400	结构-竣工图- B-桩基平面布置图（二）
L4W9	kept	歌剧院·mep	7250fb14-642a-41bd-8ed6-848c2e5494ea	2	S6		0	1255.6,678.4,1332.7,755.4	1289.35,714.92,1298.98,718.89	+3.600	电气-竣工图--五层精装插座平面图
HR9W	kept	第二工程·architecture	30d0de0d-36e0-4afc-aef3-b906ebac8105	3	S6		0	3534.2,473.6,3783.0,722.4	3643.02,591.62,3674.12,604.34	+5.985	二层平面图
H3EF	blank	第二工程·structure	2124af82-54e7-4a00-b756-ba1f6872c8ac	-1	S6		0	885.6,970.8,1093.6,1178.8	976.59,1068.81,1002.59,1080.81	-18.974	四层结构平面图
VR4E	dup	第二工程·architecture	f6a2752e-6256-4b6d-ac40-64b3c5dca1b8	17	S6	ANLY	0	1770.0,207.1,1974.5,411.6	1859.45,303.81,1885.01,314.84	+0.600	首层防火分区平面图
PW4E	dup	歌剧院·mep	85df00ea-df06-43ab-8a18-a41740a1aeb2	25	S6	XAH9	0	34.3,258.6,178.0,402.4	97.17,326.33,115.14,334.75	+8.800	电气-竣工图--三层电力平面图（二）
KVLK	kept	歌剧院·architecture	88b61c4b-596c-4cd9-b10b-84979b9dac8b	8	S6		0	2639.0,1309.8,2859.2,1530.0	2735.32,1413.71,2762.84,1426.07	+14.500	建筑-竣工图--四层18.700夹层（设备层）,17+.360夹层（设备层）平面图
FXLJ	pos	positive	5ba4fb5f-43f1-4e0c-8fab-3e51dd962e5e	-1	S6		0	818.1,1753.8,1002.3,1938.0	898.67,1841.14,921.69,1850.69	+26.200	建筑-竣工图--六层机房吸声平面图
HWXV	blank	歌剧院·structure	4c184876-9d3b-4475-8ed4-3e75616bd517	-1	S6		0	1722.0,625.5,1930.0,833.5	1812.98,723.55,1838.98,735.55	-8.220	结构-竣工图--南区（大、中歌剧厅）四~四夹层柱平面图
FJ9L	kept	第二工程·architecture	9bc2c68f-38bc-419e-983f-a6d3a9d09e79	4	S6		0	3525.3,288.0,3791.1,553.8	3641.61,414.91,3674.83,426.93	+46.485	九层平面图
WJPN	pos	positive	b5804bdd-480d-426c-bdfc-6f0f4bdd4fbd	-1	S6		0	1063.1,356.8,1288.8,582.5	1161.80,461.30,1190.01,477.99	+2.800	五层会议室放大平面图2
AF3A	pos	positive	c883d9d0-4ea6-49c4-a34b-f8d7c49c99a4	-1	S6		0	59.8,541.6,254.6,736.4	145.02,633.91,169.38,644.11	+4.800	电气-竣工图-_二层RFID人员定位及资产定位（库房乐器）管理平面图（四）
FL9N	kept	第二工程·structure	8e3e3e01-5faa-4457-99c6-079aacc29b88	1	S6		0	264.3,564.0,504.6,804.3	369.41,678.15,399.44,690.17	-6.100	地下一层框架梁平面整体配筋图
9JX9	pos	positive	335e2d21-bc39-4b41-b037-18858a6fecb3	-1	S7		0	784.5,1329.7,970.0,1515.1	865.68,1416.42,888.86,1428.41	+9.300	装饰电气-竣工图--六照明平面图
KM4U	kept	歌剧院·structure	3ac7a958-b0d8-48f9-9481-6ade3ca546e0	2	S7		0	497.1,969.5,666.6,1139.0	571.21,1050.05,592.40,1058.53	+0.600	结构-竣工图--南区（大、中歌剧厅）五~六层柱平面图
MNWR	pos	positive	6ed568cd-a586-47d7-98c7-1586c27064b6	-1	S7		0	1795.7,874.7,2008.7,1087.7	1888.92,976.25,1915.54,986.18	+34.900	结构-竣工图--南区（大、中歌剧厅）主舞台栅顶层钢结构平面布置图
AXLE	kept	第二工程·structure	8411a4be-ed45-4fd1-b9dd-9df1fa4cd2e1	1	S7		0	316.3,1149.9,850.3,1683.9	549.91,1408.15,616.66,1425.63	-15.300	第四道支撑平面布置图
EJCM	blank	第二工程·mep	bca055ff-525b-4ba3-87b3-33b5e300cc3d	-1	S7		0	1662.7,523.5,1870.7,731.5	1753.68,621.51,1779.68,633.51	+16.209	一层吊顶内火灾自动报警系统平面图
MWCF	kept	第二工程·mep	dc826143-b63d-4973-968f-02f97b5a109d	4	S7		0	715.3,2015.9,907.6,2208.1	799.43,2107.07,823.46,2116.97	+9.300	九层吊顶内火灾自动报警系统平面图
NA9M	kept	歌剧院·mep	4c67bcb3-af55-4a9a-ad70-275e9dc55ebb	10	S7		0	2419.1,1074.5,2643.8,1299.1	2517.39,1180.62,2545.47,1192.98	+28.300	电气-竣工图--六层电气综合监控平面图（一）
EYLJ	kept	第二工程·decoration	b5804bdd-480d-426c-bdfc-6f0f4bdd4fbd	3	S7		0	1202.5,1398.6,1472.7,1668.8	1320.74,1525.36,1354.51,1542.05	+0.000	五层会议室放大平面图2
PXAJ	kept	第二工程·structure	19424243-7f94-4f9e-88a3-ed0d14d7676d	5	S7		0	250.2,1027.4,466.4,1243.7	344.78,1129.25,371.81,1141.87	+0.350	首层框架梁平面整体配筋图
HLL4	kept	歌剧院·architecture	0fc2b9d0-1101-41e5-a726-7cd2a34922fc	21	S7		0	339.8,1256.7,555.5,1472.4	434.17,1358.67,461.13,1370.47	+16.100	建筑-竣工图--四层隔声隔振平面图（二）
